ClientID,NomClient,Sexe,Age,TrancheAge,Ville,Region,DateInscription,AncienneteJours,AncienneteAnnees,ClientType,TransactionID,DateVente,Annee,Mois,MoisNum,Trimestre,YearMonth,JourSemaine,EstWeekend,EstJourFerie,CategorieProduit,SousCategorie,Produit,Montant,Quantite,Remise,MontantRemise,MontantFinal,CoutAcquisition,Marge,ModePaiement,CanalVente,Recency,Frequency,Monetary,ScoreR,ScoreF,ScoreM,ScoreRFM,SegmentRFM,SegmentDetail,ActionRecommandee,Satisfaction,NPS,Commentaire,Campagne,CodePromo,PointsFidelite
CLT01940,"Chokri Mansouri",M,19,18-25,Bizerte,Nord,2020-05-24,1547,4.2,Régulier,TRX00017688,2024-08-18,2024,Août,8,Q3,2024-08,Dimanche,Oui,Non,Alimentation,Poisson,"Poisson 61",11793.22,2,8%,943.458,10849.762,1627.464,2712.441,Flouci,"Réseaux sociaux",501,5,46430,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,3,"Livraison rapide",Back_to_school,PROMO39,1085
CLT02136,"Faten Trabelsi",F,71,65+,Zaghouan,Nord,2022-04-12,93,0.3,Régulier,TRX00017689,2022-07-14,2022,Juillet,7,Q3,2022-07,Jeudi,Non,Non,Alimentation,Épicerie,"Épicerie 92",7850.69,4,0%,0,7850.69,1177.604,1962.673,"Carte Bancaire","Réseaux sociaux",1267,6,52926,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",5,"Prix élevé",Ramadan,,785
CLT04969,"Leila Chaari",F,19,18-25,Gabès,Sud,2020-11-25,500,1.4,Occasionnel,TRX00017690,2022-04-09,2022,Avril,4,Q2,2022-04,Samedi,Oui,Non,Maison,Literie,"Literie 83",3359.08,2,0%,0,3359.08,503.862,839.77,Flouci,"Réseaux sociaux",1363,4,17008,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",7,"Excellent service",,PROMO43,336
CLT04937,"Zied Jebali",M,62,55-65,Sfax,Centre,2022-11-22,1104,3,Fidèle,TRX00017691,2025-11-30,2025,Novembre,11,Q4,2025-11,Dimanche,Oui,Non,Alimentation,Épicerie,"Épicerie 31",10592.78,5,0%,0,10592.78,1588.917,2648.195,"Carte Bancaire","Magasin physique",32,20,238040,5,5,5,555,Champions,"Meilleurs clients - Récents, fréquents, dépensiers","Récompenser fidélité - Programme VIP exclusif","Très satisfait",2,"Attente longue",Nouvel_An,,1059
CLT02472,"Nader Chaari",M,43,35-45,Tozeur,Sud,2021-11-24,91,0.2,Occasionnel,TRX00017692,2022-02-23,2022,Février,2,Q1,2022-02,Mercredi,Non,Non,Jouets,Puzzle,"Puzzle 20",5195.52,1,0%,0,5195.52,779.328,1298.88,Virement,"Magasin physique",1408,2,8118,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",5,"Livraison rapide",,,520
CLT02805,"Slim Lahmar",M,44,35-45,Manouba,"Grand Tunis",2022-10-25,1101,3,Régulier,TRX00017693,2025-10-30,2025,Octobre,10,Q4,2025-10,Jeudi,Non,Non,Beauté,Maquillage,"Maquillage 10",7121.72,4,0%,0,7121.72,1068.258,1780.43,Flouci,"Réseaux sociaux",63,4,30964,5,1,4,514,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Insatisfait,6,"Prix élevé",Back_to_school,,712
CLT01357,"Faten Jebali",F,71,65+,Bizerte,Nord,2022-07-04,693,1.9,Fidèle,TRX00017694,2024-05-27,2024,Mai,5,Q2,2024-05,Lundi,Non,Non,Sport,Football,"Football 82",12389.85,4,12%,1486.782,10903.068,1635.46,2725.767,"Carte Bancaire","Réseaux sociaux",584,18,225270,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",4,"Prix élevé",Back_to_school,,1090
CLT00076,"Bilel Ben Amor",M,37,35-45,Zaghouan,Nord,2021-06-01,1156,3.2,Occasionnel,TRX00017695,2024-07-31,2024,Juillet,7,Q3,2024-07,Mercredi,Non,Non,Beauté,Cheveux,"Cheveux 65",1879.37,5,0%,0,1879.37,281.906,469.843,D17,"Magasin physique",519,2,5294,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,0,"Produit conforme",Black_Friday,PROMO96,188
CLT03768,"Nader Yahyaoui",M,61,55-65,Kebili,Sud,2022-10-13,1004,2.8,Occasionnel,TRX00017696,2025-07-13,2025,Juillet,7,Q3,2025-07,Dimanche,Oui,Non,Alimentation,Viande,"Viande 26",4131.55,4,0%,0,4131.55,619.733,1032.888,D17,"Réseaux sociaux",172,2,8698,4,1,2,412,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très insatisfait",10,,Black_Friday,,413
CLT02275,"Youssef Bouaziz",M,22,18-25,Gafsa,Sud,2020-04-18,1981,5.4,Fidèle,TRX00017697,2025-09-20,2025,Septembre,9,Q3,2025-09,Samedi,Oui,Non,Jouets,Poupées,"Poupées 69",12739.54,1,0%,0,12739.54,1910.931,3184.885,"Carte Bancaire","Application mobile",103,13,209638,4,3,5,435,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling",Satisfait,10,"Livraison rapide",Back_to_school,,1274
CLT01473,"Yosra Jebali",F,45,45-55,Bizerte,Nord,2022-05-24,1208,3.3,Régulier,TRX00017698,2025-09-13,2025,Septembre,9,Q3,2025-09,Samedi,Oui,Non,Maison,Literie,"Literie 88",11572,3,0%,0,11572,1735.8,2893,"Carte Bancaire",Téléphone,110,5,57860,4,2,5,425,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Insatisfait,4,"Excellent service",Fête_des_mères,PROMO43,1157
CLT00124,"Ahmed Tlili",M,66,65+,Sfax,Centre,2021-02-12,1283,3.5,Régulier,TRX00017699,2024-08-18,2024,Août,8,Q3,2024-08,Dimanche,Oui,Non,Sport,Vélos,"Vélos 53",10742.6,5,0%,0,10742.6,1611.39,2685.65,"Carte Bancaire",Téléphone,501,4,39064,1,1,4,114,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",3,,Fête_des_mères,,1074
CLT03274,"Ahmed Zghal",M,56,55-65,Tozeur,Sud,2022-01-31,714,2,Occasionnel,TRX00017700,2024-01-15,2024,Janvier,1,Q1,2024-01,Lundi,Non,Non,Livres,Religion,"Religion 40",2018.02,3,0%,0,2018.02,302.703,504.505,Espèces,"Réseaux sociaux",717,1,1886,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,7,"Prix élevé",Soldes_été,,202
CLT04661,"Faten Yahyaoui",F,18,18-25,Médenine,Sud,2021-07-27,366,1,Fidèle,TRX00017701,2022-07-28,2022,Juillet,7,Q3,2022-07,Jeudi,Non,Non,Maison,Cuisine,"Cuisine 27",16510,1,0%,0,16510,2476.5,4127.5,Flouci,"Site web",1253,14,182000,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",4,"Prix élevé",,,1651
CLT02493,"Marwen Gueddana",M,39,35-45,"Le Kef",Nord,2022-08-01,1050,2.9,Fidèle,TRX00017702,2025-06-16,2025,Juin,6,Q2,2025-06,Lundi,Non,Non,Beauté,Maquillage,"Maquillage 70",21691.32,4,14%,3036.785,18654.535,2798.18,4663.634,Virement,Téléphone,199,12,209916,3,3,5,335,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling","Très satisfait",2,"Prix élevé",Ramadan,,1865
CLT03230,"Tarek Baccar",M,23,18-25,Kasserine,Centre,2021-08-15,936,2.6,Régulier,TRX00017703,2024-03-08,2024,Mars,3,Q1,2024-03,Vendredi,Non,Non,Jouets,Électronique,"Électronique 24",7352.37,2,0%,0,7352.37,1102.856,1838.093,Virement,"Réseaux sociaux",664,6,50706,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,4,,Ramadan,,735
CLT04735,"Moez Feki",M,35,35-45,Zaghouan,Nord,2021-03-30,612,1.7,Occasionnel,TRX00017704,2022-12-02,2022,Décembre,12,Q4,2022-12,Vendredi,Non,Non,Jouets,"Plein air","Plein air 68",5736.48,5,5%,286.824,5449.656,817.448,1362.414,"Paiement à la livraison","Site web",1126,2,10064,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",5,,Ramadan,,545
CLT04533,"Hassan Saidi",M,67,65+,Bizerte,Nord,2022-08-14,1128,3.1,Régulier,TRX00017705,2025-09-15,2025,Septembre,9,Q3,2025-09,Lundi,Non,Non,Vêtements,Sport,"Sport 89",12981.6,2,0%,0,12981.6,1947.24,3245.4,Virement,"Magasin physique",108,6,64908,4,2,5,425,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très insatisfait",0,"Attente longue",Soldes_été,PROMO29,1298
CLT02691,"Jamel Ferchichi",M,44,35-45,Nabeul,Nord,2021-10-20,394,1.1,Régulier,TRX00017706,2022-11-18,2022,Novembre,11,Q4,2022-11,Vendredi,Non,Non,Maison,Literie,"Literie 90",7988.34,2,0%,0,7988.34,1198.251,1997.085,Flouci,"Réseaux sociaux",1140,10,91820,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Neutre,7,,Back_to_school,,799
CLT03013,"Kais Ben Amor",M,56,55-65,Zaghouan,Nord,2021-08-06,1476,4,Occasionnel,TRX00017707,2025-08-21,2025,Août,8,Q3,2025-08,Jeudi,Non,Non,Sport,Fitness,"Fitness 98",2390.85,2,0%,0,2390.85,358.628,597.713,D17,"Magasin physique",133,3,6237,4,1,2,412,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très satisfait",10,"Livraison rapide",Soldes_été,,239
CLT02507,"Imen Karray",F,39,35-45,Gafsa,Sud,2020-03-03,956,2.6,Régulier,TRX00017708,2022-10-15,2022,Octobre,10,Q4,2022-10,Samedi,Oui,Oui,Sport,Fitness,"Fitness 23",8490.3,1,0%,0,8490.3,1273.545,2122.575,D17,"Magasin physique",1174,5,46650,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,7,"Prix élevé",Fête_des_mères,,849
CLT04448,"Lotfi Mansouri",M,72,65+,Tunis,"Grand Tunis",2021-04-06,565,1.5,Régulier,TRX00017709,2022-10-23,2022,Octobre,10,Q4,2022-10,Dimanche,Oui,Non,Jouets,Puzzle,"Puzzle 54",5852.88,3,0%,0,5852.88,877.932,1463.22,"Carte Bancaire","Application mobile",1166,8,53208,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,1,"Excellent service",Black_Friday,,585
CLT01222,"Henda Chaari",F,56,55-65,Zaghouan,Nord,2021-08-28,307,0.8,Occasionnel,TRX00017710,2022-07-01,2022,Juillet,7,Q3,2022-07,Vendredi,Non,Non,Alimentation,Poisson,"Poisson 10",4077.98,5,0%,0,4077.98,611.697,1019.495,Espèces,Téléphone,1280,1,4582,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,8,"Attente longue",Nouvel_An,,408
CLT01303,"Nabil Zghal",M,65,65+,Zaghouan,Nord,2022-06-15,654,1.8,VIP,TRX00017711,2024-03-30,2024,Mars,3,Q1,2024-03,Samedi,Oui,Non,Maison,Décoration,"Décoration 8",25589.2,5,0%,0,25589.2,3838.38,6397.3,"Paiement à la livraison","Magasin physique",642,15,421800,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,8,"Livraison rapide",Back_to_school,,2559
CLT04189,"Rami Bouaziz",M,61,55-65,Kasserine,Centre,2022-12-21,108,0.3,Fidèle,TRX00017712,2023-04-08,2023,Avril,4,Q2,2023-04,Samedi,Oui,Non,Jouets,Puzzle,"Puzzle 42",24718.16,3,0%,0,24718.16,3707.724,6179.54,Espèces,"Réseaux sociaux",999,18,358812,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",5,"Livraison rapide",Back_to_school,,2472
CLT00565,"Ahmed Baccar",M,59,55-65,Ariana,"Grand Tunis",2020-07-06,1632,4.5,Fidèle,TRX00017713,2024-12-24,2024,Décembre,12,Q4,2024-12,Mardi,Non,Non,Jouets,Électronique,"Électronique 8",13218.35,2,0%,0,13218.35,1982.753,3304.588,Espèces,"Application mobile",373,13,202163,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Neutre,7,,Black_Friday,,1322
CLT01410,"Mohamed Saidi",M,30,25-35,"Ben Arous","Grand Tunis",2020-04-20,1088,3,Régulier,TRX00017714,2023-04-13,2023,Avril,4,Q2,2023-04,Jeudi,Non,Non,Vêtements,Homme,"Homme 53",7816.21,1,0%,0,7816.21,1172.432,1954.053,Espèces,"Application mobile",994,5,34585,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",6,"Excellent service",Fête_des_mères,PROMO89,782
CLT01147,"Hatem Guesmi",M,39,35-45,Manouba,"Grand Tunis",2022-05-06,858,2.4,VIP,TRX00017715,2024-09-10,2024,Septembre,9,Q3,2024-09,Mardi,Non,Non,Maison,Literie,"Literie 47",21072.96,3,19%,4003.862,17069.098,2560.365,4267.275,D17,"Magasin physique",478,36,1053648,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",10,,Soldes_été,,1707
CLT01999,"Zied Zouari",M,42,35-45,Ariana,"Grand Tunis",2020-07-24,1655,4.5,Régulier,TRX00017716,2025-02-03,2025,Février,2,Q1,2025-02,Lundi,Non,Non,Sport,Tennis,"Tennis 77",11600.4,2,0%,0,11600.4,1740.06,2900.1,Espèces,"Magasin physique",332,10,96670,2,3,5,235,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",7,,Ramadan,PROMO77,1160
CLT03851,"Hanen Ferchichi",F,21,18-25,Mahdia,Centre,2020-05-16,1035,2.8,Fidèle,TRX00017717,2023-03-17,2023,Mars,3,Q1,2023-03,Vendredi,Non,Non,Alimentation,Fruits,"Fruits 59",10544.4,4,11%,1159.884,9384.516,1407.677,2346.129,Espèces,Téléphone,1021,14,146160,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Satisfait,0,,,,938
CLT00760,"Sawsen Feki",F,27,25-35,Nabeul,Nord,2023-10-10,323,0.9,VIP,TRX00017718,2024-08-28,2024,Août,8,Q3,2024-08,Mercredi,Non,Non,Livres,Scolaire,"Scolaire 85",37767.2,1,22%,8308.784,29458.416,4418.762,7364.604,Virement,"Application mobile",491,45,2124405,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,9,"Prix élevé",Soldes_été,PROMO40,2946
CLT02913,"Kais Jaziri",M,52,45-55,Sfax,Centre,2023-11-07,354,1,Occasionnel,TRX00017719,2024-10-26,2024,Octobre,10,Q4,2024-10,Samedi,Oui,Non,Maison,Décoration,"Décoration 67",2081.7,4,23%,478.791,1602.909,240.436,400.727,Espèces,"Site web",432,1,2313,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",3,"Produit conforme",Nouvel_An,,160
CLT03535,"Iheb Rezgui",M,56,55-65,Tunis,"Grand Tunis",2022-02-19,340,0.9,Fidèle,TRX00017720,2023-01-25,2023,Janvier,1,Q1,2023-01,Mercredi,Non,Non,Alimentation,Viande,"Viande 93",25575.03,2,0%,0,25575.03,3836.255,6393.758,Espèces,Téléphone,1072,20,437180,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",3,,,,2558
CLT01547,"Imen Karray",F,29,25-35,Ariana,"Grand Tunis",2021-09-29,712,2,Occasionnel,TRX00017721,2023-09-11,2023,Septembre,9,Q3,2023-09,Lundi,Non,Non,Jouets,"Plein air","Plein air 56",890.6,5,0%,0,890.6,133.59,222.65,"Carte Bancaire",Téléphone,843,4,4880,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Neutre,4,"Livraison rapide",Soldes_été,,89
CLT04519,"Ahmed Jebali",M,27,25-35,"Le Kef",Nord,2023-06-29,452,1.2,Occasionnel,TRX00017722,2024-09-23,2024,Septembre,9,Q3,2024-09,Lundi,Non,Non,Sport,Fitness,"Fitness 86",4693.68,2,0%,0,4693.68,704.052,1173.42,Espèces,"Réseaux sociaux",465,1,4428,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",5,"Prix élevé",Ramadan,PROMO83,469
CLT01940,"Chokri Mansouri",M,19,18-25,Bizerte,Nord,2020-05-24,598,1.6,Régulier,TRX00017723,2022-01-12,2022,Janvier,1,Q1,2022-01,Mercredi,Non,Non,Maison,Décoration,"Décoration 23",10864.62,3,24%,2607.509,8257.111,1238.567,2064.278,Flouci,"Réseaux sociaux",1450,5,46430,1,2,4,124,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",7,,Black_Friday,,826
CLT02561,"Salma Hammami",F,38,35-45,Jendouba,Nord,2020-03-10,1235,3.4,Occasionnel,TRX00017724,2023-07-28,2023,Juillet,7,Q3,2023-07,Vendredi,Non,Non,Maison,Meubles,"Meubles 69",3608.64,2,0%,0,3608.64,541.296,902.16,Flouci,Téléphone,888,1,3222,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",9,,Nouvel_An,,361
CLT02773,"Sawsen Ben Ali",F,74,65+,"Ben Arous","Grand Tunis",2023-10-24,435,1.2,Occasionnel,TRX00017725,2025-01-01,2025,Janvier,1,Q1,2025-01,Mercredi,Non,Oui,Sport,Natation,"Natation 94",880.88,5,0%,0,880.88,132.132,220.22,Espèces,Téléphone,365,4,4004,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",2,"Prix élevé",Soldes_été,,88
CLT02771,"Mohamed Ben Salem",M,26,25-35,Tataouine,Sud,2023-01-22,123,0.3,VIP,TRX00017726,2023-05-25,2023,Mai,5,Q2,2023-05,Jeudi,Non,Non,Beauté,Hygiène,"Hygiène 32",24664.8,4,10%,2466.48,22198.32,3329.748,5549.58,D17,"Application mobile",952,50,1434000,1,5,5,155,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très insatisfait",7,"Excellent service",Back_to_school,,2220
CLT02529,"Hedi Jebali",M,73,65+,"Sidi Bouzid",Centre,2020-10-03,1713,4.7,Fidèle,TRX00017727,2025-06-12,2025,Juin,6,Q2,2025-06,Jeudi,Non,Non,Électronique,TV,"TV 93",27393.88,2,20%,5478.776,21915.104,3287.266,5478.776,D17,"Magasin physique",203,10,224540,3,3,5,335,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling",Insatisfait,2,"Prix élevé",Ramadan,,2192
CLT02203,"Slim Ben Ali",M,37,35-45,Kebili,Sud,2023-07-05,825,2.3,Fidèle,TRX00017728,2025-10-07,2025,Octobre,10,Q4,2025-10,Mardi,Non,Non,Électronique,Tablette,"Tablette 57",13706.21,5,0%,0,13706.21,2055.932,3426.553,Flouci,"Réseaux sociaux",86,13,172991,5,3,5,535,Fidèles,"Clients fidèles avec bon potentiel","Upselling et cross-selling",Satisfait,7,,Nouvel_An,,1371
CLT04785,"Eya Saidi",F,51,45-55,"Ben Arous","Grand Tunis",2020-01-30,1159,3.2,Fidèle,TRX00017729,2023-04-03,2023,Avril,4,Q2,2023-04,Lundi,Non,Non,Sport,Football,"Football 73",16232.72,1,23%,3733.526,12499.194,1874.879,3124.799,"Paiement à la livraison","Site web",1004,15,296940,1,4,5,145,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Neutre,6,,Back_to_school,,1250
CLT00632,"Karim Amari",M,48,45-55,Tataouine,Sud,2020-01-03,2118,5.8,Régulier,TRX00017730,2025-10-21,2025,Octobre,10,Q4,2025-10,Mardi,Non,Non,Sport,Natation,"Natation 73",11056.71,5,12%,1326.805,9729.905,1459.486,2432.476,Flouci,"Application mobile",72,9,89649,5,2,5,525,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très satisfait",8,,Nouvel_An,,973
CLT00214,"Yosra Sassi",F,57,55-65,Nabeul,Nord,2023-01-05,365,1,Occasionnel,TRX00017731,2024-01-05,2024,Janvier,1,Q1,2024-01,Vendredi,Non,Non,Livres,Enfant,"Enfant 96",3428.04,2,0%,0,3428.04,514.206,857.01,Virement,"Réseaux sociaux",727,4,16324,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très satisfait",7,"Excellent service",Soldes_été,,343
CLT03309,"Aymen Gueddana",M,33,25-35,Siliana,Nord,2020-09-15,1659,4.5,VIP,TRX00017732,2025-04-01,2025,Avril,4,Q2,2025-04,Mardi,Non,Non,Jouets,"Plein air","Plein air 33",27089.44,5,0%,0,27089.44,4063.416,6772.36,Flouci,"Site web",275,17,605948,2,4,5,245,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,5,"Prix élevé",Back_to_school,PROMO32,2709
CLT03330,"Marwa Kchaou",F,18,18-25,Béja,Nord,2022-12-05,305,0.8,Régulier,TRX00017733,2023-10-06,2023,Octobre,10,Q4,2023-10,Vendredi,Non,Non,Vêtements,Sport,"Sport 26",5228.32,3,16%,836.531,4391.789,658.768,1097.947,"Carte Bancaire","Magasin physique",818,10,63760,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale","Très satisfait",6,"Excellent service",Black_Friday,,439
CLT02040,"Bilel Oueslati",M,67,65+,Manouba,"Grand Tunis",2023-11-01,234,0.6,Occasionnel,TRX00017734,2024-06-22,2024,Juin,6,Q2,2024-06,Samedi,Oui,Non,Livres,Scolaire,"Scolaire 75",2611.2,3,19%,496.128,2115.072,317.261,528.768,"Paiement à la livraison","Réseaux sociaux",558,2,4080,1,1,1,111,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très satisfait",8,,Nouvel_An,,212
CLT00853,"Hassan Ben Ali",M,43,35-45,Zaghouan,Nord,2022-09-09,341,0.9,Fidèle,TRX00017735,2023-08-16,2023,Août,8,Q3,2023-08,Mercredi,Non,Non,Livres,Professionnel,"Professionnel 95",14859,1,0%,0,14859,2228.85,3714.75,D17,"Réseaux sociaux",869,14,277368,1,3,5,135,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Neutre,9,,Ramadan,,1486
CLT03844,"Rami Gharbi",M,40,35-45,Bizerte,Nord,2022-11-30,954,2.6,Occasionnel,TRX00017736,2025-07-11,2025,Juillet,7,Q3,2025-07,Vendredi,Non,Non,Maison,Jardin,"Jardin 71",2118.18,5,16%,338.909,1779.271,266.891,444.818,"Paiement à la livraison",Téléphone,174,2,4926,4,1,1,411,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue",Satisfait,8,"Prix élevé",Fête_des_mères,,178
CLT00047,"Rami Jaziri",M,28,25-35,Monastir,Centre,2021-08-30,163,0.4,Occasionnel,TRX00017737,2022-02-09,2022,Février,2,Q1,2022-02,Mercredi,Non,Non,Maison,Jardin,"Jardin 95",3458.7,1,16%,553.392,2905.308,435.796,726.327,Flouci,Téléphone,1422,4,17080,1,1,3,113,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,4,,Ramadan,,291
CLT02096,"Faten Masmoudi",F,68,65+,Tataouine,Sud,2023-03-19,153,0.4,Régulier,TRX00017738,2023-08-19,2023,Août,8,Q3,2023-08,Samedi,Oui,Non,Beauté,Soin,"Soin 88",7254,4,0%,0,7254,1088.1,1813.5,"Carte Bancaire","Application mobile",866,7,56420,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive","Très insatisfait",8,,Ramadan,,725
CLT04296,"Kais Ben Salem",M,36,35-45,Bizerte,Nord,2022-10-03,565,1.5,Occasionnel,TRX00017739,2024-04-20,2024,Avril,4,Q2,2024-04,Samedi,Oui,Non,Alimentation,Fruits,"Fruits 64",2728.32,2,16%,436.531,2291.789,343.768,572.947,Flouci,"Application mobile",621,2,5684,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon",Insatisfait,1,"Prix élevé",Fête_des_mères,,229
CLT00835,"Slim Masmoudi",M,29,25-35,Kairouan,Centre,2021-04-05,1068,2.9,Régulier,TRX00017740,2024-03-08,2024,Mars,3,Q1,2024-03,Vendredi,Non,Non,Vêtements,Homme,"Homme 92",7779.54,3,0%,0,7779.54,1166.931,1944.885,Flouci,"Application mobile",664,7,53389,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Insatisfait,8,,Soldes_été,,778
CLT03905,"Anis Mansouri",M,65,65+,Siliana,Nord,2023-10-31,779,2.1,Régulier,TRX00017741,2025-12-18,2025,Décembre,12,Q4,2025-12,Jeudi,Non,Non,Beauté,Cheveux,"Cheveux 66",7889.15,1,22%,1735.613,6153.537,923.031,1538.384,Virement,"Application mobile",14,4,38020,5,1,4,514,Nouveaux,"Clients récents avec faible fréquence","Programme onboarding - Offre bienvenue","Très satisfait",7,"Produit conforme",Black_Friday,,615
CLT02827,"Iheb Baccar",M,62,55-65,Béja,Nord,2020-12-10,1294,3.5,Occasionnel,TRX00017742,2024-06-26,2024,Juin,6,Q2,2024-06,Mercredi,Non,Non,Jouets,Puzzle,"Puzzle 25",4007.86,4,23%,921.808,3086.052,462.908,771.513,Virement,"Réseaux sociaux",554,3,11343,1,1,2,112,Fuyants,"Clients peu engagés","Analyse besoins ou abandon","Très insatisfait",9,"Prix élevé",Fête_des_mères,,309
CLT03299,"Sonia Ben Amor",F,23,18-25,"Ben Arous","Grand Tunis",2022-12-07,856,2.3,Occasionnel,TRX00017743,2025-04-11,2025,Avril,4,Q2,2025-04,Vendredi,Non,Non,Sport,Football,"Football 35",3038.48,4,0%,0,3038.48,455.772,759.62,"Carte Bancaire",Téléphone,265,2,7996,3,1,2,312,ÀSurveiller,"Comportement mixte","Observation et segmentation affinée","Très satisfait",3,,Black_Friday,,304
CLT04039,"Nadia Amari",F,40,35-45,Gafsa,Sud,2021-10-22,871,2.4,Régulier,TRX00017744,2024-03-11,2024,Mars,3,Q1,2024-03,Lundi,Non,Non,Alimentation,Poisson,"Poisson 31",12107.2,2,0%,0,12107.2,1816.08,3026.8,"Carte Bancaire","Magasin physique",661,8,84224,1,2,5,125,Perdus,"Gros dépensiers inactifs","Win-back campaign - Offre aggressive",Neutre,9,,Nouvel_An,,1211
CLT04740,"Hanen Tlili",F,42,35-45,"Ben Arous","Grand Tunis",2020-12-25,894,2.4,Régulier,TRX00017745,2023-06-07,2023,Juin,6,Q2,2023-06,Mercredi,Non,Non,Alimentation,Viande,"Viande 49",5076.87,5,0%,0,5076.87,761.531,1269.218,"Paiement à la livraison",Téléphone,939,10,49290,1,3,4,134,EnSommeil,"Anciens clients actifs autrefois","Campagne de réactivation - Offre spéciale",Insatisfait,5,"Produit conforme",Fête_des_mères,,508
